2,100	300009,472	14080,000
-2,100	300010,496	14258,000
2,200	300011,520	14434,000
-2,200	300010,496	14342,000
2,300	300011,520	14054,000
-2,300	300008,448	14296,000
2,400	300427,264	14228,000
-2,400	300426,240	14129,000
2,500	299611,136	14161,000
-2,500	299608,064	14143,000
0,010	300006,400	12555,000
-0,010	300006,400	12890,000
0,030	300006,400	12454,000
-0,030	300006,400	13300,000
0,050	300007,424	12337,000
-0,050	300007,424	13221,000
0,070	300006,400	12073,000
-0,070	300007,424	13131,000
0,090	300007,424	12035,000
-0,090	300006,400	13309,000
0,110	300006,400	11899,000
-0,110	300007,424	13318,000
0,130	300007,424	12261,000
-0,130	300009,472	13647,000
0,150	300006,400	11769,000
-0,150	300006,400	13608,000
0,170	300007,424	12110,000
-0,170	300007,424	13673,000
0,190	300007,424	12101,000
-0,190	300008,448	13395,000
0,210	300006,400	12397,000
-0,210	300009,472	13636,000
0,230	300006,400	12242,000
-0,230	300007,424	13555,000
0,250	300007,424	12291,000
-0,250	300006,400	13683,000
0,270	300006,400	12739,000
-0,270	300006,400	13491,000
0,290	300006,400	12619,000
-0,290	300006,400	13630,000
0,310	300006,400	12644,000
-0,310	300006,400	13574,000
0,330	300006,400	12513,000
-0,330	300006,400	13704,000
0,350	300006,400	12551,000
-0,350	300006,400	13780,000
0,370	300006,400	12977,000
-0,370	300006,400	13919,000
0,390	300006,400	12856,000
-0,390	300007,424	13599,000
0,410	302444,544	12958,000
-0,410	302447,616	13910,000
0,430	297682,944	12855,000
-0,430	297680,896	13709,000
0,450	302229,504	13039,000
-0,450	302229,504	13975,000
0,470	297879,552	12961,000
-0,470	297881,600	13845,000
0,490	302048,256	12948,000
-0,490	302048,256	14125,000
0,510	298047,488	13210,000
-0,510	298047,488	13863,000
0,840	300008,448	13873,000
-0,840	300007,424	14170,000
